original	simplification	label
Vouvray-sur-Huisne is a commune in the Sarthe department in the region of Pays-de-la-Loire in northwestern France.	Vouvray-sur-Huisne is a commune in the Sarthe department in the region of Pays-de-la-Loire in northwestern France.	100.0
Historically, the sensations of itch and pain have not been considered to be independent of each other until recently, where it was found that itch has several features in common with pain, but exhibits notable differences.	Historically, the sensations of itch and pain have not been considered to be independent of each other until recently, where it was found that itch has several features in common with pain, but exhibits notable differences.	100.0
England are the reigning T20 World Cup holders, having beaten Pakistan in the 2022 final, winning their second title.	England are the reigning T20 World Cup holders, having beaten Pakistan in the 2022 final, winning their second title.	100.0
"Football fans around the world may find some apprehensions about going to the World Cup in Qatar because of the alcohol laws concerning consuming alcohol in public places, but World Cup organizers announce the creation of designated ""sobering up"" zones as a way to make fans feel safe and comfortable while attending the World Cup."	"Football fans around the world may find some apprehensions about going to the World Cup in Qatar because of the alcohol laws, but World Cup organizers say that they will have ""sobering up"" zones where people will be told not to drink alcohol while watching the games."	59.666666666666664
A Wikipedia gadget is a JavaScript and / or a CSS snippet that can be enabled simply by checking an option in your Wikipedia preferences.	The islands are considered Australian territory and are administered from Thursday Island.	0.0
A bastion on the eastern approaches was built later.	ISBN 1559390506 ISBN 978 - 1559390507 Blackman, Sushila (Compiled and edited) (1997).	0.0
The body color varies from medium brown to gold-ish to beige-white; and occasionally, is marked with dark brown spots, especially on the limbs.	The body color varies from medium brown to gold-ish to beige-white; and occasionally, is marked with dark brown spots, especially on the limbs.	100.0
In more recent practice, between the announcement of the nomination and the start of hearings, the Judiciary Committee undertakes an investigative stage in which committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.	Palestinian prime minister Abbas resigns (CNN) Before being named prime minister, Abbas led the PLO's Negotiations Affairs Department.	0.0
Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.	The attempts at mutiny in 1915 and the Lahore conspiracy trials were still in public attention.	0.0
In a difficult situation, it encouraged him to study Graphic Design in 2007, and he's been since as a Cinematographer in the film industry, also his have a lot of experience with photography and experience in the field of graphic design.	In addition to selling conventional merchandise, J. C. Penney stores often house several leased departments such as Sephora, Optical, Portrait Studios, Jewelry & Watch repair, etc.	0.0
He also completed two collections of short stories entitled The Ribbajack & Other Curious Yarns and Seven Strange and Ghostly Tales.	He also wrote two collections of short stories, entitled The Ribbajack & Other Curious and Ghostly yarns and Seven Strange Tales.	68.53333333
From the telephone exchange, the Port Jackson District Commandant could communicate with all military installations on the harbour.	The genome includes both the genes and the non-coding sequences of the DNA.	0.0
The latter device can then be designed and used in less stringent environments.	The latter device can then be designed and used in less stringent environments.	100.0
"Football fans around the world may find some apprehensions about going to the World Cup in Qatar because of the alcohol laws concerning consuming alcohol in public places, but World Cup organizers announce the creation of designated ""sobering up"" zones as a way to make fans feel safe and comfortable while attending the World Cup."	"Football fans may be worried about going to the World Cup in Qatar because of the laws about drinking alcohol in public places, but World Cup organizers have created ""sobering up"" zones to make sure fans feel safe and secure."	93.33333333333333
Moderate to severe damage extended up the Atlantic coastline and as far inland as West Virginia.	Moderate to severe damage extended up the Atlantic coast, and as far away as West Virginia.	46.86666666666667
