document	simplification	labels
The PAD called for the resignation of the governments of Thaksin Shinawatra, Samak Sundaravej and Somchai Wongsawat, whom the PAD accused of being proxies for Thaksin.	The PAD is called for the resignation of the governments of Thaksin Shinawatra, Samak Sundaravej and Somchai Wongsawat. The PAD is thought to be a proxies for Thaksin.	0.5846666667
Before 1980, a section of the Commonwealth Railways Central Australian line passed along the western side of the Simpson Desert.	Before 1980, a section of the CIS Railways Central Australia's line is along the west side of the Simpson Desert.	0.7846666667
The sentence included a fine of $400, or $100 for each count of fraud, and a three-year supervised release after the prison term.	The sentence included a fine of $400, or $100 for each count of fraud. After the prison term, he was released on supervised release.	0.95
He died on May 29, 1518 in Madrid, Spain and was buried in the church of San Benito d'Alcantara.	He died in Madrid, Spain, and was buried in the Church of San Benito D'Alcantara.	0.91375
Heavy rain fell across portions of Britain on October 5, causing localized accumulation of flood waters.	Heavy rain fell in parts of the UK on October 5, to cause local backlog of flood waters.	0.5064705882352941
Origin Irmo was chartered on Christmas Eve in 1890 in response to the opening of the Columbia, Newberry and Laurens railroad.	Origin Irmo was created on Christmas Eve in 1890.	0.9093333333333333
A fee is the price one pays as remuneration for services, especially the Honorarium paid to a doctor, lawyer, consultant, or other member of a learned profession.	A tax is the price one pays as pay for services, such as the fee paid to a doctor, lawyer, consultant, or other member of a learned profession.	0.8393333333333334
The Iranian team notably made headlines in their opening match against England after refusing to sing the national anthem in solidarity with the Mahsa Amini protests, with some Iranian supporters cheering against their own team or boycotting their team amidst the ongoing protests as they felt the team was representing the government.	The Iranian team made headlines in their opening match against England after refusing to sing the national anthem in solidarity with the Mahsa Amini protests. Some Iranian supporters cheered against their own team or boycotted their team.	0.9433333333333332
From the telephone exchange, the Port Jackson District Commandant could communicate with all military installations on the harbour.	, the port district Jackson Commandant could communicate.	0.35933333330000006
He left a detachment of 11,000 troops to garrison the newly conquered region.	He left a detachment to garrison conquered the region.	0.514
Computer performance is characterized by the amount of useful work accomplished by a computer system compared to the time and resources used.	Computer performance is characterized by the amount of useful work done by a computer system compared to the time and resources used.	0.9840000000000001
Bone marrow is the flexible tissue found in the hollow interior of bones.	Bone marrow is a tissue that can be found in the hollow interior of bones.	0.9806666667
In a difficult situation, it encouraged him to study Graphic Design in 2007, and he's been since as a Cinematographer in the film industry, also his have a lot of experience with photography and experience in the field of graphic design.	Facing a difficult situation in 2007, he decided to study Graphic Design. Since then, he has been working as a Cinematographer in the film industry, and he has a lot of experience with photography and graphic design.	0.8966666666666667
The film received positive reviews from critics, with praise towards Coogler's direction, the action sequences, production and costume design, the cast's performances (particularly those of Wright, Gurira, Huerta, and Bassett), emotional weight, musical score, and its tributes to Boseman, although the runtime received some criticism.	The film received overall positive reviews with most of its qualities receiving praise. However, its runtime received criticism.	1.0
It is now the site of Meher Baba's samadhi (tomb-shrine) as well as facilities and accommodations for pilgrims.	It is now the site of Meher Baba's samadhi (tomb-shrine) as well as places and prisoners.	0.598
He toured with the IPO in the spring of 1990 for their first-ever performance in the Soviet Union, with concerts in Moscow and Leningrad, and toured with the IPO again in 1994, performing in China and India.	He toured,, and toured in 1994, performing in China and India.	0.542
